File	Speaker	Gender	DateOfBirth	DateOfRecording	Participants	WordCount	SocioEconomicStatus	Locutor	Visit	OriginalAge	Age	SituationType	AgeCategory
HV1/MT/ethmt1	FAT	male	1984	1988	2	1181	lower	PrimaryCaregiver	HV1	NA	3.76	Meal time	3
HV1/MT/geomt1	CHI	male	1985	1989	1	2006	NA	Child	HV1	3;8.28	3.69	Meal time	3
HV1/MT/geomt1	MOT	female	1985	1989	1	2066	NA	PrimaryCaregiver	HV1	NA	3.69	Meal time	3
HV1/MT/gilmt1	CHI	female	1984		3	58	lower	Child	HV1	4;7.02	4.58	Meal time	4
HV1/MT/gilmt1	MOT	female	1984		3	191	lower	PrimaryCaregiver	HV1	NA	4.58	Meal time	4
HV1/MT/gilmt1	BRO2	male	1984		3	48	lower	Peer	HV1	NA	4.58	Meal time	4
HV1/MT/gilmt1	INV1	NA	1984		3	5	lower	Other	HV1	NA	4.58	Meal time	4
HV1/MT/gremt1	CHI	male	1985	1989	1	188	lower	Child	HV1	3;8.18	3.68	Meal time	3
HV1/MT/gremt1	MOT	female	1985	1989	1	258	lower	PrimaryCaregiver	HV1	NA	3.68	Meal time	3
HV1/MT/guymt1	CHI	male	1985	1989	1	141	lower	Child	HV1	3;11.09	3.92	Meal time	3
HV1/MT/guymt1	MOT	female	1985	1989	1	122	lower	PrimaryCaregiver	HV1	NA	3.92	Meal time	3
HV1/MT/jacmt1	CHI	male	1984	1988	2	268	lower	Child	HV1	3;8.20	3.68	Meal time	3
HV1/MT/jacmt1	MOT	female	1984	1988	2	568	lower	PrimaryCaregiver	HV1	NA	3.68	Meal time	3
HV1/MT/jacmt1	BRO	male	1984	1988	2	156	lower	Peer	HV1	NA	3.68	Meal time	3
HV1/MT/jammt1	CHI	male	1985	1989	1	336	lower	Child	HV1	4;0.02	4	Meal time	4
HV1/MT/jammt1	MOT	female	1985	1989	1	280	lower	PrimaryCaregiver	HV1	NA	4	Meal time	4
HV1/MT/jasmt1	CHI	male	1985	1989	1	209	NA	Child	HV1	3;10.24	3.85	Meal time	3
HV1/MT/jasmt1	MOT	female	1985	1989	1	323	NA	PrimaryCaregiver	HV1	NA	3.85	Meal time	3
HV1/MT/jeamt1	CHI	female	1985	1989	1	592	lower	Child	HV1	4;0.17	4.01	Meal time	4
HV1/MT/jeamt1	MOT	female	1985	1989	1	834	lower	PrimaryCaregiver	HV1	NA	4.01	Meal time	4
HV1/MT/jebmt1	CHI	male	1985	1989	1	385	lower	Child	HV1	3;7.18	3.6	Meal time	3
HV1/MT/jebmt1	MOT	female	1985	1989	1	872	lower	PrimaryCaregiver	HV1	NA	3.6	Meal time	3
HV1/MT/jenmt1	CHI	female	1985	1989	4	625	lower	Child	HV1	4;03.09	4.26	Meal time	4
HV1/MT/jenmt1	MOT	female	1985	1989	4	428	lower	PrimaryCaregiver	HV1	NA	4.26	Meal time	4
HV1/MT/jenmt1	BRO	male	1985	1989	4	6	lower	Peer	HV1	NA	4.26	Meal time	4
HV1/MT/jenmt1	FAT	male	1985	1989	4	6	lower	PrimaryCaregiver	HV1	NA	4.26	Meal time	4
HV1/MT/jenmt1	SIS	female	1985	1989	4	1	lower	Peer	HV1	NA	4.26	Meal time	4
HV1/MT/jermt1	CHI	male	1985	1989	2	412	lower	Child	HV1	4;0.30	4.02	Meal time	4
HV1/MT/jermt1	MOT	female	1985	1989	2	750	lower	PrimaryCaregiver	HV1	NA	4.02	Meal time	4
HV1/MT/jermt1	SIS	female	1985	1989	2	5	lower	Peer	HV1	NA	4.02	Meal time	4
HV1/MT/jesmt1	CHI	female	1985	1989	3	354	lower	Child	HV1	3;7.01	3.58	Meal time	3
HV1/MT/jesmt1	MOT	female	1985	1989	3	744	lower	PrimaryCaregiver	HV1	NA	3.58	Meal time	3
HV1/MT/jesmt1	BRO	male	1985	1989	3	485	lower	Peer	HV1	NA	3.58	Meal time	3
HV1/MT/jesmt1	FAT	male	1985	1989	3	243	lower	PrimaryCaregiver	HV1	NA	3.58	Meal time	3
HV1/MT/joemt1	CHI	male	1984		4	444	lower	Child	HV1	4;3.13	4.26	Meal time	4
HV1/MT/joemt1	MOT	female	1984		4	695	lower	PrimaryCaregiver	HV1	NA	4.26	Meal time	4
HV1/MT/joemt1	SIS	female	1984		4	172	lower	Peer	HV1	NA	4.26	Meal time	4
HV1/MT/joemt1	FAT	male	1984		4	78	lower	PrimaryCaregiver	HV1	NA	4.26	Meal time	4
HV1/MT/joemt1	JES	NA	1984		4	1	lower	Other	HV1	NA	4.26	Meal time	4
HV1/MT/joymt1	CHI	female	1985	1989	3	346	lower	Child	HV1	4;0.07	4.01	Meal time	4
HV1/MT/joymt1	MOT	female	1985	1989	3	544	lower	PrimaryCaregiver	HV1	NA	4.01	Meal time	4
HV1/MT/joymt1	SIS	female	1985	1989	3	134	lower	Peer	HV1	NA	4.01	Meal time	4
HV1/MT/joymt1	CLI	NA	1985	1989	3	481	lower	Other	HV1	NA	4.01	Meal time	4
HV1/MT/jusmt1	CHI	male	1984	1988	1	135	lower	Child	HV1	3;09.22	3.77	Meal time	3
HV1/MT/jusmt1	MOT	female	1984	1988	1	90	lower	PrimaryCaregiver	HV1	NA	3.77	Meal time	3
HV1/MT/karmt1	CHI	female	1984	1988	2	149	lower	Child	HV1	3;09.03	3.75	Meal time	3
HV1/MT/karmt1	MOT	female	1984	1988	2	91	lower	PrimaryCaregiver	HV1	NA	3.75	Meal time	3
HV1/MT/karmt1	SIS	female	1984	1988	2	73	lower	Peer	HV1	NA	3.75	Meal time	3
HV1/MT/kevmt1	CHI	male	1984	1988	2	195	lower	Child	HV1	3;09.27	3.77	Meal time	3
HV1/MT/kevmt1	MOT	female	1984	1988	2	689	lower	PrimaryCaregiver	HV1	NA	3.77	Meal time	3
HV1/MT/kevmt1	BRO	male	1984	1988	2	323	lower	Peer	HV1	NA	3.77	Meal time	3
HV1/MT/kurmt1	CHI	male	1984		3	601	lower	Child	HV1	3;11.27	3.94	Meal time	3
HV1/MT/kurmt1	MOT	female	1984		3	992	lower	PrimaryCaregiver	HV1	NA	3.94	Meal time	3
HV1/MT/kurmt1	SIS	female	1984		3	391	lower	Peer	HV1	NA	3.94	Meal time	3
HV1/MT/kurmt1	UNC	male	1984		3	505	lower	Other	HV1	NA	3.94	Meal time	3
HV1/MT/maymt1	CHI	female	1985	1989	2	614	lower	Child	HV1	3;10.26	3.86	Meal time	3
HV1/MT/maymt1	MOT	female	1985	1989	2	1470	lower	PrimaryCaregiver	HV1	NA	3.86	Meal time	3
HV1/MT/maymt1	SIS	female	1985	1989	2	374	lower	Peer	HV1	NA	3.86	Meal time	3
HV1/MT/megmt1	CHI	female	1984	1988	2	889	lower	Child	HV1	4;00.29	4.02	Meal time	4
HV1/MT/megmt1	MOT	female	1984	1988	2	877	lower	PrimaryCaregiver	HV1	NA	4.02	Meal time	4
HV1/MT/megmt1	FAT	male	1984	1988	2	353	lower	PrimaryCaregiver	HV1	NA	4.02	Meal time	4
HV1/MT/melmt1	CHI	female	1985	1989	5	242	lower	Child	HV1	4;0.08	4.01	Meal time	4
HV1/MT/melmt1	MOT	female	1985	1989	5	224	lower	PrimaryCaregiver	HV1	NA	4.01	Meal time	4
HV1/MT/melmt1	GRF	NA	1985	1989	5	91	lower	Other	HV1	NA	4.01	Meal time	4
HV1/MT/melmt1	GRM	NA	1985	1989	5	114	lower	Other	HV1	NA	4.01	Meal time	4
HV1/MT/melmt1	UNC	male	1985	1989	5	795	lower	Other	HV1	NA	4.01	Meal time	4
HV1/MT/melmt1	AUN	female	1985	1989	5	19	lower	Other	HV1	NA	4.01	Meal time	4
HV1/MT/mitmt1	CHI	male	1984	1988	2	72	lower	Child	HV1	3;11.17	3.93	Meal time	3
HV1/MT/mitmt1	MOT	female	1984	1988	2	212	lower	PrimaryCaregiver	HV1	NA	3.93	Meal time	3
HV1/MT/mitmt1	FAT	male	1984	1988	2	16	lower	PrimaryCaregiver	HV1	NA	3.93	Meal time	3
HV1/MT/monmt1	CHI	female	1985	1989	4	140	lower	Child	HV1	4;1.01	4.08	Meal time	4
HV1/MT/monmt1	MOT	female	1985	1989	4	196	lower	PrimaryCaregiver	HV1	NA	4.08	Meal time	4
HV1/MT/monmt1	SIS	female	1985	1989	4	83	lower	Peer	HV1	NA	4.08	Meal time	4
HV1/MT/monmt1	SIS2	female	1985	1989	4	73	lower	Peer	HV1	NA	4.08	Meal time	4
HV1/MT/monmt1	SIS3	female	1985	1989	4	2	lower	Peer	HV1	NA	4.08	Meal time	4
HV1/MT/mormt1	CHI	male	1985	1989	2	243	lower	Child	HV1	4;11.08	4.92	Meal time	4
HV1/MT/mormt1	MOT	female	1985	1989	2	772	lower	PrimaryCaregiver	HV1	NA	4.92	Meal time	4
HV1/MT/mormt1	ADU	NA	1985	1989	2	14	lower	Other	HV1	NA	4.92	Meal time	4
HV1/MT/paumt1	CHI	male	1984	1988	5	449	lower	Child	HV1	3;11.12	3.93	Meal time	3
HV1/MT/paumt1	MOT	female	1984	1988	5	592	lower	PrimaryCaregiver	HV1	NA	3.93	Meal time	3
HV1/MT/paumt1	SIS	female	1984	1988	5	79	lower	Peer	HV1	NA	3.93	Meal time	3
HV1/MT/paumt1	SIS2	female	1984	1988	5	123	lower	Peer	HV1	NA	3.93	Meal time	3
HV1/MT/paumt1	FAT	male	1984	1988	5	243	lower	PrimaryCaregiver	HV1	NA	3.93	Meal time	3
HV1/MT/paumt1	PLA	NA	1984	1988	5	137	lower	Other	HV1	NA	3.93	Meal time	3
HV1/MT/raumt1	CHI	male	1985	1989	2	757	lower	Child	HV1	3;9.15	3.76	Meal time	3
HV1/MT/raumt1	MOT	female	1985	1989	2	871	lower	PrimaryCaregiver	HV1	NA	3.76	Meal time	3
HV1/MT/raumt1	BRO	male	1985	1989	2	97	lower	Peer	HV1	NA	3.76	Meal time	3
HV1/MT/remmt1	CHI	male	1984		3	1753	lower	Child	HV1	4;0.10	4.01	Meal time	4
HV1/MT/remmt1	MOT	female	1984		3	771	lower	PrimaryCaregiver	HV1	NA	4.01	Meal time	4
HV1/MT/remmt1	FAT	male	1984		3	1588	lower	PrimaryCaregiver	HV1	NA	4.01	Meal time	4
HV1/MT/remmt1	SIS	female	1984		3	28	lower	Peer	HV1	NA	4.01	Meal time	4
HV1/MT/rilmt1	CHI	female	1985	1989	3	388	lower	Child	HV1	4;01.06	4.09	Meal time	4
HV1/MT/rilmt1	MOT	female	1985	1989	3	373	lower	PrimaryCaregiver	HV1	NA	4.09	Meal time	4
HV1/MT/rilmt1	BR1	male	1985	1989	3	248	lower	Peer	HV1	NA	4.09	Meal time	4
HV1/MT/rilmt1	BR2	male	1985	1989	3	69	lower	Peer	HV1	NA	4.09	Meal time	4
HV1/MT/rosmt1	CHI	female	1985	1989	3	542	lower	Child	HV1	4;0.05	4	Meal time	4
HV1/MT/rosmt1	MOT	female	1985	1989	3	287	lower	PrimaryCaregiver	HV1	NA	4	Meal time	4
HV1/MT/rosmt1	FAT	male	1985	1989	3	1349	lower	PrimaryCaregiver	HV1	NA	4	Meal time	4
HV1/MT/rosmt1	SIS	female	1985	1989	3	507	lower	Peer	HV1	NA	4	Meal time	4
HV1/MT/sarmt1	CHI	female	1985	1989	3	390	lower	Child	HV1	3;9.29	3.77	Meal time	3
HV1/MT/sarmt1	MOT	female	1985	1989	3	1273	lower	PrimaryCaregiver	HV1	NA	3.77	Meal time	3
HV1/MT/sarmt1	SIS	female	1985	1989	3	231	lower	Peer	HV1	NA	3.77	Meal time	3
HV1/MT/sarmt1	FAT	male	1985	1989	3	531	lower	PrimaryCaregiver	HV1	NA	3.77	Meal time	3
HV1/MT/seamt1	CHI	male	1984	1988	4	140	lower	Child	HV1	3;10.14	3.85	Meal time	3
HV1/MT/seamt1	MOT	female	1984	1988	4	251	lower	PrimaryCaregiver	HV1	NA	3.85	Meal time	3
HV1/MT/seamt1	FAT	male	1984	1988	4	235	lower	PrimaryCaregiver	HV1	NA	3.85	Meal time	3
HV1/MT/seamt1	SIS	female	1984	1988	4	11	lower	Peer	HV1	NA	3.85	Meal time	3
HV1/MT/seamt1	MAL	male	1984	1988	4	51	lower	Other	HV1	NA	3.85	Meal time	3
HV1/MT/sopmt1	CHI	female	1985	1989	2	92	lower	Child	HV1	4;0.15	4.01	Meal time	4
HV1/MT/sopmt1	MOT	female	1985	1989	2	26	lower	PrimaryCaregiver	HV1	NA	4.01	Meal time	4
HV1/MT/sopmt1	SIS	female	1985	1989	2	83	lower	Peer	HV1	NA	4.01	Meal time	4
HV1/MT/stnmt1	CHI	male	1984	1988	1	426	lower	Child	HV1	3;9.30	3.78	Meal time	3
HV1/MT/stnmt1	MOT	female	1984	1988	1	1521	lower	PrimaryCaregiver	HV1	NA	3.78	Meal time	3
HV1/MT/tammt1	CHI	female	1984	1988	4	574	lower	Child	HV1	4;00.07	4.01	Meal time	4
HV1/MT/tammt1	MOT	female	1984	1988	4	1486	lower	PrimaryCaregiver	HV1	NA	4.01	Meal time	4
HV1/MT/tammt1	FAT	male	1984	1988	4	199	lower	PrimaryCaregiver	HV1	NA	4.01	Meal time	4
HV1/MT/tammt1	SIS	female	1984	1988	4	366	lower	Peer	HV1	NA	4.01	Meal time	4
HV1/MT/tammt1	BRO	male	1984	1988	4	79	lower	Peer	HV1	NA	4.01	Meal time	4
HV1/MT/tamtp1	CHI	female	1984	1988	3	150	lower	Child	HV1	4;00.07	4.01	Meal time	4
HV1/MT/tamtp1	MOT	female	1984	1988	3	2402	lower	PrimaryCaregiver	HV1	NA	4.01	Meal time	4
HV1/MT/tamtp1	INV	NA	1984	1988	3	481	lower	Other	HV1	NA	4.01	Meal time	4
HV1/MT/tamtp1	BRO	male	1984	1988	3	73	lower	Peer	HV1	NA	4.01	Meal time	4
HV1/MT/termt1	CHI	female	1985	1989	4	553	lower	Child	HV1	4;3.14	4.26	Meal time	4
HV1/MT/termt1	MOT	female	1985	1989	4	1186	lower	PrimaryCaregiver	HV1	NA	4.26	Meal time	4
HV1/MT/termt1	FAT	male	1985	1989	4	1140	lower	PrimaryCaregiver	HV1	NA	4.26	Meal time	4
HV1/MT/termt1	SIS	female	1985	1989	4	66	lower	Peer	HV1	NA	4.26	Meal time	4
HV1/MT/termt1	BRO	male	1985	1989	4	68	lower	Peer	HV1	NA	4.26	Meal time	4
HV1/MT/todmt1	CHI	male	1984		3	403	lower	Child	HV1	4;0.00	4	Meal time	4
HV1/MT/todmt1	MOT	female	1984		3	1568	lower	PrimaryCaregiver	HV1	NA	4	Meal time	4
HV1/MT/todmt1	SIS	female	1984		3	751	lower	Peer	HV1	NA	4	Meal time	4
HV1/MT/todmt1	SS	NA	1984		3	1114	lower	Other	HV1	NA	4	Meal time	4
HV1/MT/tommt1	MOT	female	1985	1989	1	3004	lower	PrimaryCaregiver	HV1	NA	4.17	Meal time	4
HV1/MT/tommt1	CHI	male	1985	1989	1	2146	lower	Child	HV1	4;2.03	4.17	Meal time	4
HV1/MT/trimt1	CHI	female	1985	1989	1	738	lower	Child	HV1	4;0.09	4.01	Meal time	4
HV1/MT/trimt1	MOT	female	1985	1989	1	529	lower	PrimaryCaregiver	HV1	NA	4.01	Meal time	4
HV1/MT/trumt1	CHI	NA	1985	1989	3	378	lower	Child	HV1	3;9.25	3.77	Meal time	3
HV1/MT/trumt1	MOT	female	1985	1989	3	851	lower	PrimaryCaregiver	HV1	NA	3.77	Meal time	3
HV1/MT/trumt1	SS	NA	1985	1989	3	523	lower	Other	HV1	NA	3.77	Meal time	3
HV1/MT/trumt1	SIS	female	1985	1989	3	38	lower	Peer	HV1	NA	3.77	Meal time	3
HV1/MT/vicmt1	CHI	female	1985	1989	6	540	lower	Child	HV1	3;11.21	3.93	Meal time	3
HV1/MT/vicmt1	MOT	female	1985	1989	6	1296	lower	PrimaryCaregiver	HV1	NA	3.93	Meal time	3
HV1/MT/vicmt1	INV	NA	1985	1989	6	10	lower	Other	HV1	NA	3.93	Meal time	3
HV1/MT/vicmt1	SIS	female	1985	1989	6	558	lower	Peer	HV1	NA	3.93	Meal time	3
HV1/MT/vicmt1	BRO	male	1985	1989	6	750	lower	Peer	HV1	NA	3.93	Meal time	3
HV1/MT/vicmt1	WOM	female	1985	1989	6	200	lower	Other	HV1	NA	3.93	Meal time	3
HV1/MT/vicmt1	LIS	NA	1985	1989	6	95	lower	Other	HV1	NA	3.93	Meal time	3
HV1/MT/zanmt1	CHI	male	1985	1989	2	1037	lower	Child	HV1	3;9.25	3.77	Meal time	3
HV1/MT/zanmt1	MOT	female	1985	1989	2	436	lower	PrimaryCaregiver	HV1	NA	3.77	Meal time	3
HV1/MT/zanmt1	MAR	NA	1985	1989	2	45	lower	Other	HV1	NA	3.77	Meal time	3
HV1/MT/zenmt1	CHI	female	1984	1988	1	1343	lower	Child	HV1	3;9.28	3.77	Meal time	3
HV1/MT/zenmt1	MOT	female	1984	1988	1	3196	lower	PrimaryCaregiver	HV1	NA	3.77	Meal time	3
HV1/TP/acetp1	CHI	female	1984	1988	2	2	lower	Child	HV1	3;7.08	3.59	Toy play	3
HV1/TP/acetp1	MOT	female	1984	1988	2	38	lower	PrimaryCaregiver	HV1	NA	3.59	Toy play	3
HV1/TP/acetp1	INV	NA	1984	1988	2	60	lower	Other	HV1	NA	3.59	Toy play	3
HV1/TP/admtp1	CHI	male	1985	1989	3	547	lower	Child	HV1	4;1.09	4.09	Toy play	4
HV1/TP/admtp1	MOT	female	1985	1989	3	469	lower	PrimaryCaregiver	HV1	NA	4.09	Toy play	4
HV1/TP/admtp1	UNC	male	1985	1989	3	42	lower	Other	HV1	NA	4.09	Toy play	4
HV1/TP/admtp1	EX1	NA	1985	1989	3	47	lower	Other	HV1	NA	4.09	Toy play	4
HV1/TP/aimtp1	CHI	female	1984	1988	5	941	lower	Child	HV1	3;10.16	3.85	Toy play	3
HV1/TP/aimtp1	MOT	female	1984	1988	5	1003	lower	PrimaryCaregiver	HV1	NA	3.85	Toy play	3
HV1/TP/aimtp1	BRO	male	1984	1988	5	222	lower	Peer	HV1	NA	3.85	Toy play	3
HV1/TP/aimtp1	BAB	NA	1984	1988	5	21	lower	Other	HV1	NA	3.85	Toy play	3
HV1/TP/aimtp1	INV	NA	1984	1988	5	88	lower	Other	HV1	NA	3.85	Toy play	3
HV1/TP/aimtp1	FAT	male	1984	1988	5	2	lower	PrimaryCaregiver	HV1	NA	3.85	Toy play	3
HV1/TP/alitp1	CHI	female	1985	1989	2	280	lower	Child	HV1	3;09.25	3.77	Toy play	3
HV1/TP/alitp1	BRO	male	1985	1989	2	263	lower	Peer	HV1	NA	3.77	Toy play	3
HV1/TP/alitp1	MOT	female	1985	1989	2	612	lower	PrimaryCaregiver	HV1	NA	3.77	Toy play	3
HV1/TP/alltp1	CHI	female	1984	1988	2	543	lower	Child	HV1	3;7.05	3.59	Toy play	3
HV1/TP/alltp1	MOT	female	1984	1988	2	537	lower	PrimaryCaregiver	HV1	NA	3.59	Toy play	3
HV1/TP/alltp1	INV	NA	1984	1988	2	237	lower	Other	HV1	NA	3.59	Toy play	3
HV1/TP/anatp1	CHI	female	1984	1988	2	648	NA	Child	HV1	4;2.09	4.17	Toy play	4
HV1/TP/anatp1	MOT	female	1984	1988	2	1435	NA	PrimaryCaregiver	HV1	NA	4.17	Toy play	4
HV1/TP/anatp1	INV	NA	1984	1988	2	33	NA	Other	HV1	NA	4.17	Toy play	4
HV1/TP/anntp1	CHI	female	1985	1989	1	510	lower	Child	HV1	4;2.15	4.18	Toy play	4
HV1/TP/anntp1	MOT	female	1985	1989	1	1319	lower	PrimaryCaregiver	HV1	NA	4.18	Toy play	4
HV1/TP/aprtp1	CHI	female	1985	1989	3	63	lower	Child	HV1	3;7.26	3.6	Toy play	3
HV1/TP/aprtp1	MOT	female	1985	1989	3	1213	lower	PrimaryCaregiver	HV1	NA	3.6	Toy play	3
HV1/TP/aprtp1	COU	NA	1985	1989	3	2	lower	Peer	HV1	NA	3.6	Toy play	3
HV1/TP/aprtp1	EX1	NA	1985	1989	3	29	lower	Other	HV1	NA	3.6	Toy play	3
HV1/TP/arltp1	CHI	male	1985	1989	3	71	lower	Child	HV1	4;11.23	4.94	Toy play	4
HV1/TP/arltp1	MOT	female	1985	1989	3	421	lower	PrimaryCaregiver	HV1	NA	4.94	Toy play	4
HV1/TP/arltp1	EX1	NA	1985	1989	3	8	lower	Other	HV1	NA	4.94	Toy play	4
HV1/TP/arltp1	EX2	NA	1985	1989	3	5	lower	Other	HV1	NA	4.94	Toy play	4
HV1/TP/asttp1	CHI	female	1984	1988	3	1069	lower	Child	HV1	3;09.16	3.76	Toy play	3
HV1/TP/asttp1	MOT	female	1984	1988	3	1176	lower	PrimaryCaregiver	HV1	NA	3.76	Toy play	3
HV1/TP/asttp1	EX1	NA	1984	1988	3	432	lower	Other	HV1	NA	3.76	Toy play	3
HV1/TP/asttp1	EX2	NA	1984	1988	3	53	lower	Other	HV1	NA	3.76	Toy play	3
HV1/TP/bobtp1	CHI	male	1985	1989	2	695	lower	Child	HV1	4;3.05	4.25	Toy play	4
HV1/TP/bobtp1	MOT	female	1985	1989	2	729	lower	PrimaryCaregiver	HV1	NA	4.25	Toy play	4
HV1/TP/bobtp1	INV	NA	1985	1989	2	2	lower	Other	HV1	NA	4.25	Toy play	4
HV1/TP/bratp1	CHI	male	1984	1988	2	997	lower	Child	HV1	3;7.20	3.6	Toy play	3
HV1/TP/bratp1	MOT	female	1984	1988	2	1451	lower	PrimaryCaregiver	HV1	NA	3.6	Toy play	3
HV1/TP/bratp1	INV	NA	1984	1988	2	1005	lower	Other	HV1	NA	3.6	Toy play	3
HV1/TP/britp1	CHI	male	1984	1988	3	279	lower	Child	HV1	3;8.25	3.69	Toy play	3
HV1/TP/britp1	MOT	female	1984	1988	3	595	lower	PrimaryCaregiver	HV1	NA	3.69	Toy play	3
HV1/TP/britp1	BRO	male	1984	1988	3	85	lower	Peer	HV1	NA	3.69	Toy play	3
HV1/TP/britp1	INV	NA	1984	1988	3	85	lower	Other	HV1	NA	3.69	Toy play	3
HV1/TP/brttp1	CHI	female	1985	1989	2	427	NA	Child	HV1	3;8.01	3.67	Toy play	3
HV1/TP/brttp1	MOT	female	1985	1989	2	469	NA	PrimaryCaregiver	HV1	NA	3.67	Toy play	3
HV1/TP/brttp1	INV	NA	1985	1989	2	10	NA	Other	HV1	NA	3.67	Toy play	3
HV1/TP/castp1	CHI	male	1984	1988	2	293	lower	Child	HV1	4;1.12	4.09	Toy play	4
HV1/TP/castp1	MOT	female	1984	1988	2	640	lower	PrimaryCaregiver	HV1	NA	4.09	Toy play	4
HV1/TP/castp1	INV	NA	1984	1988	2	312	lower	Other	HV1	NA	4.09	Toy play	4
HV1/TP/cattp1	CHI	female	1985	1989	4	301	lower	Child	HV1	3;11.25	3.94	Toy play	3
HV1/TP/cattp1	MOT	female	1985	1989	4	851	lower	PrimaryCaregiver	HV1	NA	3.94	Toy play	3
HV1/TP/cattp1	SIS	female	1985	1989	4	67	lower	Peer	HV1	NA	3.94	Toy play	3
HV1/TP/cattp1	BRO	male	1985	1989	4	131	lower	Peer	HV1	NA	3.94	Toy play	3
HV1/TP/cattp1	FEM	female	1985	1989	4	2	lower	Other	HV1	NA	3.94	Toy play	3
HV1/TP/chatp1	CHI	male	1984	1988	2	675	lower	Child	HV1	3;10.19	3.85	Toy play	3
HV1/TP/chatp1	MOT	female	1984	1988	2	698	lower	PrimaryCaregiver	HV1	NA	3.85	Toy play	3
HV1/TP/chatp1	INV	NA	1984	1988	2	175	lower	Other	HV1	NA	3.85	Toy play	3
HV1/TP/clatp1	CHI	female	1984	1988	3	179	lower	Child	HV1	3;10.29	3.86	Toy play	3
HV1/TP/clatp1	MOT	female	1984	1988	3	825	lower	PrimaryCaregiver	HV1	NA	3.86	Toy play	3
HV1/TP/clatp1	EX1	NA	1984	1988	3	7	lower	Other	HV1	NA	3.86	Toy play	3
HV1/TP/clatp1	EX2	NA	1984	1988	3	28	lower	Other	HV1	NA	3.86	Toy play	3
HV1/TP/contp1	CAL	male		1988	3	322	lower	Other	HV1	NA	NA	Toy play	NA
HV1/TP/contp1	JAK	male		1988	3	334	lower	Other	HV1	NA	NA	Toy play	NA
HV1/TP/contp1	MOT	female		1988	3	1038	lower	PrimaryCaregiver	HV1	NA	NA	Toy play	NA
HV1/TP/contp1	EX1	NA		1988	3	370	lower	Other	HV1	NA	NA	Toy play	NA
HV1/TP/ctrtp1	CHI	male	1984	1988	2	148	lower	Child	HV1	3;10.19	3.85	Toy play	3
HV1/TP/ctrtp1	MOT	female	1984	1988	2	485	lower	PrimaryCaregiver	HV1	NA	3.85	Toy play	3
HV1/TP/ctrtp1	EX1	NA	1984	1988	2	314	lower	Other	HV1	NA	3.85	Toy play	3
HV1/TP/davtp1	CHI	male	1984	1988	4	405	lower	Child	HV1	4;0.19	4.02	Toy play	4
HV1/TP/davtp1	MOT	female	1984	1988	4	862	lower	PrimaryCaregiver	HV1	NA	4.02	Toy play	4
HV1/TP/davtp1	EX1	NA	1984	1988	4	88	lower	Other	HV1	NA	4.02	Toy play	4
HV1/TP/davtp1	EX2	NA	1984	1988	4	4	lower	Other	HV1	NA	4.02	Toy play	4
HV1/TP/davtp1	FAT	male	1984	1988	4	57	lower	PrimaryCaregiver	HV1	NA	4.02	Toy play	4
HV1/TP/deatp1	CHI	NA			2	46	NA	Child	HV1	3;10.30	3.86	Toy play	3
HV1/TP/deatp1	MOT	female			2	568	NA	PrimaryCaregiver	HV1	NA	3.86	Toy play	3
HV1/TP/devtp1	CHI	male	1985	1989	3	188	lower	Child	HV1	3;8.04	3.67	Toy play	3
HV1/TP/devtp1	MOT	female	1985	1989	3	210	lower	PrimaryCaregiver	HV1	NA	3.67	Toy play	3
HV1/TP/devtp1	INV	NA	1985	1989	3	52	lower	Other	HV1	NA	3.67	Toy play	3
HV1/TP/devtp1	MIA	NA	1985	1989	3	64	lower	Other	HV1	NA	3.67	Toy play	3
HV1/TP/diatp1	CHI	female	1984	1988	4	613	lower	Child	HV1	3;10.14	3.85	Toy play	3
HV1/TP/diatp1	MOT	female	1984	1988	4	527	lower	PrimaryCaregiver	HV1	NA	3.85	Toy play	3
HV1/TP/diatp1	FAT	male	1984	1988	4	6	lower	PrimaryCaregiver	HV1	NA	3.85	Toy play	3
HV1/TP/diatp1	EX1	NA	1984	1988	4	31	lower	Other	HV1	NA	3.85	Toy play	3
HV1/TP/diatp1	EX2	NA	1984	1988	4	32	lower	Other	HV1	NA	3.85	Toy play	3
HV1/TP/dontp1	CHI	male	1984	1988	5	332	lower	Child	HV1	3;9.09	3.76	Toy play	3
HV1/TP/dontp1	MOT	female	1984	1988	5	575	lower	PrimaryCaregiver	HV1	NA	3.76	Toy play	3
HV1/TP/dontp1	BRO	male	1984	1988	5	38	lower	Peer	HV1	NA	3.76	Toy play	3
HV1/TP/dontp1	SIS	female	1984	1988	5	27	lower	Peer	HV1	NA	3.76	Toy play	3
HV1/TP/dontp1	EX1	NA	1984	1988	5	4	lower	Other	HV1	NA	3.76	Toy play	3
HV1/TP/dontp1	EX2	NA	1984	1988	5	19	lower	Other	HV1	NA	3.76	Toy play	3
HV1/TP/emitp1	CHI	female	1984	1988	3	399	lower	Child	HV1	3;07.23	3.6	Toy play	3
HV1/TP/emitp1	MOT	female	1984	1988	3	1564	lower	PrimaryCaregiver	HV1	NA	3.6	Toy play	3
HV1/TP/emitp1	SIS	female	1984	1988	3	36	lower	Peer	HV1	NA	3.6	Toy play	3
HV1/TP/emitp1	INV	NA	1984	1988	3	35	lower	Other	HV1	NA	3.6	Toy play	3
HV1/TP/ethtp1	CHI	male	1984	1988	1	313	lower	Child	HV1	3;09.14	3.76	Toy play	3
